Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
25448-PUN,Male,54,No,Punjab,6,8,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0,10,22.86,102.66,Churned,Dissatisfaction,Network reliability
25451-JAM,Female,71,Yes,Jammu & Kashmir,5,33,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,49.8,2398.4,0,0,81.83,2480.23,Stayed,Others,Others
25492-UTT,Male,57,Yes,Uttar Pradesh,6,29,Deal 4,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,467.15,0,0,656.46,1123.61,Stayed,Others,Others
25507-MAD,Female,19,No,Madhya Pradesh,10,9,Deal 4,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.05,565.75,0,0,0,565.75,Stayed,Others,Others
25511-UTT,Male,56,Yes,Uttar Pradesh,10,18,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,243.65,0,0,243.49,487.14,Stayed,Others,Others
25525-TAM,Male,28,Yes,Tamil Nadu,12,3,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3624.3,0,0,1888.6,5512.9,Churned,Other,Don't know
25996-UTT,Female,30,Yes,Uttar Pradesh,11,8,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71,4386.2,0,0,83.85,4470.05,Stayed,Others,Others
26030-BIH,Female,81,No,Bihar,9,21,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0,0,878.56,3596.86,Churned,Dissatisfaction,Product dissatisfaction
26038-UTT,Male,38,Yes,Uttar Pradesh,14,14,None,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45,937.6,0,0,638.4,1576,Churned,Competitor,Competitor had better devices
26055-KAR,Female,62,No,Karnataka,1,12,Deal 2,No,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,37.7,2288.7,0,0,0,2288.7,Stayed,Others,Others
26058-ASS,Male,48,Yes,Assam,12,25,None,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,71,2080.1,0,0,1200.02,3280.12,Stayed,Others,Others
26058-MAH,Female,24,Yes,Maharashtra,14,1,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.15,1319.85,0,0,656.88,1976.73,Stayed,Others,Others
26069-AND,Female,25,No,Andhra Pradesh,2,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,280.85,0,0,721.14,1001.99,Stayed,Others,Others
26168-BIH,Female,44,No,Bihar,10,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.95,257,0,0,212.55,469.55,Stayed,Others,Others
26173-WES,Female,56,Yes,West Bengal,15,2,Deal 2,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,No,One Year,No,Mailed Check,33.55,1445.3,0,50,0,1495.3,Churned,Competitor,Competitor had better devices
26176-UTT,Female,39,No,Uttarakhand,14,11,None,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.4,1952.8,0,0,339.24,2292.04,Stayed,Others,Others
26178-GUJ,Female,28,Yes,Gujarat,5,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.2,384.25,0,0,244.3,628.55,Stayed,Others,Others
26198-ASS,Male,52,Yes,Assam,5,15,None,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.05,179.35,0,0,38.68,218.03,Churned,Competitor,Competitor made better offer
26221-TAM,Female,34,No,Tamil Nadu,12,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,419.9,0,0,1057.32,1477.22,Stayed,Others,Others
26222-RAJ,Female,79,Yes,Rajasthan,1,14,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0,0,15.24,60.34,Churned,Competitor,Competitor had better devices
26889-RAJ,Female,40,No,Rajasthan,1,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,0,0,751.84,1946.14,Churned,Competitor,Competitor had better devices
26895-UTT,Male,79,Yes,Uttar Pradesh,12,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.35,847.25,0,0,83.16,930.41,Stayed,Others,Others
26896-KAR,Female,29,Yes,Karnataka,4,19,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.6,8337.45,26.7,0,1532.88,9843.63,Stayed,Others,Others
26899-MAH,Male,47,No,Maharashtra,7,21,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1,2391.8,0,0,830.88,3222.68,Churned,Price,Lack of affordable download/upload speed
26949-MAH,Female,50,No,Maharashtra,2,19,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,3756.4,4.18,0,113.2,3865.42,Stayed,Others,Others
26974-WES,Female,68,No,West Bengal,2,17,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,82.15,4904.85,0,0,1619.55,6524.4,Stayed,Others,Others
26977-UTT,Male,46,No,Uttar Pradesh,12,1,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4539.35,0,0,1388.73,5928.08,Stayed,Others,Others
26994-BIH,Female,27,No,Bihar,9,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,143.35,0,0,53.74,197.09,Churned,Other,Don't know
27001-KER,Female,21,No,Kerala,0,4,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,0,0,1289.49,6068.94,Stayed,Others,Others
27008-WES,Female,53,No,West Bengal,9,4,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,94.4,0,0,18.34,112.74,Churned,Price,Lack of affordable download/upload speed
27021-TEL,Female,33,Yes,Telangana,14,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,403.15,0,0,774.8,1177.95,Stayed,Others,Others
27031-KAR,Female,71,Yes,Karnataka,11,34,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0,0,459,5890.9,Stayed,Others,Others
27046-JHA,Male,26,Yes,Jharkhand,4,6,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,74.35,4759.55,0,0,1153.92,5913.47,Stayed,Others,Others
27059-KAR,Male,59,Yes,Karnataka,13,22,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85,0,0,3168,9298.85,Stayed,Others,Others
27064-TAM,Male,65,Yes,Tamil Nadu,2,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,487.05,0,0,215.28,702.33,Stayed,Others,Others
27065-TAM,Female,47,No,Tamil Nadu,14,33,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.65,5733.4,46.99,0,1083.92,6770.33,Stayed,Others,Others
27083-MAD,Male,65,Yes,Madhya Pradesh,14,1,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,84.25,3539.25,0,0,653.6,4192.85,Stayed,Others,Others
27087-AND,Female,78,No,Andhra Pradesh,6,3,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.3,6066.55,0,0,133.59,6200.14,Stayed,Others,Others
27091-WES,Female,50,No,West Bengal,13,5,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,3435.6,0,0,817.44,4253.04,Stayed,Others,Others
27555-GUJ,Female,57,No,Gujarat,7,35,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0,0,122.16,791.61,Churned,Competitor,Competitor had better devices
27563-RAJ,Male,55,Yes,Rajasthan,11,23,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.9,1174.8,0,0,848.7,2023.5,Stayed,Others,Others
27607-KAR,Female,18,Yes,Karnataka,0,8,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,66.3,1559.45,32.59,0,223.2,1750.06,Stayed,Others,Others
27622-PUN,Male,26,Yes,Punjab,8,36,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.05,1270.25,0,0,276.64,1546.89,Stayed,Others,Others
27627-UTT,Female,29,No,Uttar Pradesh,11,8,Deal 4,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0,0,571.4,2473.05,Stayed,Others,Others
27634-JAM,Female,59,No,Jammu & Kashmir,6,20,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,79.65,0,0,22.48,102.13,Churned,Competitor,Competitor made better offer
27643-KAR,Female,57,No,Karnataka,4,18,None,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45.35,2540.1,4.08,0,0,2536.02,Stayed,Others,Others
27654-TAM,Female,36,Yes,Tamil Nadu,6,25,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.65,3207.55,0,0,1473.22,4680.77,Churned,Other,Don't know
27948-CHH,Male,72,No,Chhattisgarh,14,17,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,-2,5409.75,0,0,1628,7037.75,Stayed,Others,Others
27963-MAH,Female,30,No,Maharashtra,13,15,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,0,0,32.92,113.17,Churned,Other,Moved
27977-KER,Female,39,No,Kerala,2,18,Deal 5,No,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.55,174.3,0,10,0,184.3,Churned,Attitude,Attitude of service provider
28003-TAM,Male,62,Yes,Tamil Nadu,3,27,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,504.2,9.49,0,776.88,1271.59,Stayed,Others,Others
28024-RAJ,Male,60,Yes,Rajasthan,13,34,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,5629.55,0,0,1704.38,7333.93,Stayed,Others,Others
28028-MAH,Female,46,No,Maharashtra,8,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,338.1,0,0,116.44,454.54,Churned,Competitor,Competitor had better devices
28033-ASS,Female,51,Yes,Assam,5,20,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,966.55,0,0,214.2,1180.75,Stayed,Others,Others
28035-DEL,Male,45,Yes,Delhi,15,12,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,331.35,0,0,563.94,895.29,Stayed,Others,Others
28094-UTT,Male,25,No,Uttar Pradesh,6,19,None,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,60.25,4055.5,0,120,0,4175.5,Stayed,Others,Others
28113-HAR,Female,54,No,Haryana,3,17,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,5264.25,0,110,2335.9,7710.15,Stayed,Others,Others
28117-UTT,Female,56,Yes,Uttar Pradesh,9,23,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,0,0,1452.9,3990.95,Stayed,Others,Others
28132-HAR,Female,28,No,Haryana,5,27,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1161.75,0,0,1318.8,2480.55,Stayed,Others,Others
28145-TEL,Female,23,No,Telangana,11,2,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,2624.25,0,0,144.6,2768.85,Churned,Other,Don't know
28160-MAH,Male,55,No,Maharashtra,1,18,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.95,7795.95,0,0,3119.9,10915.85,Stayed,Others,Others
28167-UTT,Male,29,Yes,Uttar Pradesh,14,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,202.5,0,0,131.6,334.1,Stayed,Others,Others
28188-MAD,Male,75,Yes,Madhya Pradesh,9,23,None,No,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.8,2109.35,0,80,0,2189.35,Churned,Attitude,Attitude of support person
28367-TAM,Female,49,Yes,Tamil Nadu,9,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,Stayed,Others,Others
28397-UTT,Female,19,No,Uttar Pradesh,9,1,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.15,1505.9,0,0,985.2,2491.1,Stayed,Others,Others
28434-WES,Female,46,No,West Bengal,8,21,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,146.6,0,0,136.72,283.32,Stayed,Others,Others
28439-DEL,Female,29,No,Delhi,13,12,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,3777.15,0,0,1188.26,4965.41,Churned,Competitor,Competitor had better devices
28452-UTT,Male,60,Yes,Uttar Pradesh,8,34,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0,60,794.01,2085.86,Stayed,Others,Others
28453-JAM,Female,23,No,Jammu & Kashmir,9,6,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.6,48.6,0,0,6.54,55.14,Churned,Dissatisfaction,Poor expertise of phone support
28520-ODI,Female,27,No,Odisha,13,16,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.65,2537,0,0,962,3499,Stayed,Others,Others
28525-GUJ,Male,51,No,Gujarat,6,29,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,80.6,4348.1,39.45,90,2608.13,7006.78,Stayed,Others,Others
28527-UTT,Female,47,No,Uttar Pradesh,10,26,Deal 4,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,66.7,1077.05,0,0,507.79,1584.84,Stayed,Others,Others
28533-JHA,Male,78,No,Jharkhand,9,32,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.7,3413.25,0,0,782.34,4195.59,Stayed,Others,Others
28544-TAM,Female,80,No,Tamil Nadu,3,8,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.9,267.4,0,0,22.14,289.54,Churned,Dissatisfaction,Network reliability
28551-UTT,Male,81,No,Uttar Pradesh,2,8,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.1,3121.1,0,0,1257.9,4379,Stayed,Others,Others
28572-KAR,Female,19,No,Karnataka,9,1,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.7,5309.5,0,0,1863.54,7173.04,Stayed,Others,Others
28574-UTT,Female,23,Yes,Uttar Pradesh,4,7,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,356.1,0,0,239.55,595.65,Stayed,Others,Others
28577-JHA,Female,30,No,Jharkhand,12,21,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99,6375.8,0,0,2298.88,8674.68,Stayed,Others,Others
28581-JAM,Male,25,No,Jammu & Kashmir,12,3,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.6,415.55,36.44,40,28.9,448.01,Churned,Competitor,Competitor made better offer
28587-GUJ,Male,34,No,Gujarat,12,5,None,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3,712.25,0,0,177.54,889.79,Stayed,Others,Others
28594-TAM,Female,59,Yes,Tamil Nadu,7,20,Deal 2,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,59.3,3274.35,0,0,1074.45,4348.8,Stayed,Others,Others
28602-UTT,Female,59,Yes,Uttar Pradesh,4,1,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,5566.4,0,0,1503.08,7069.48,Stayed,Others,Others
28608-MAH,Female,51,Yes,Maharashtra,12,2,Deal 3,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,90.1,2312.55,47.79,0,666.38,2931.14,Stayed,Others,Others
28616-WES,Male,38,Yes,West Bengal,4,34,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,5682.25,0,0,684.76,6367.01,Stayed,Others,Others
28634-BIH,Female,53,Yes,Bihar,0,25,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108,5760.65,0,0,959.04,6719.69,Stayed,Others,Others
28642-JHA,Female,63,Yes,Jharkhand,1,35,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,47.85,3147.5,0,0,0,3147.5,Churned,Competitor,Competitor made better offer
28648-DEL,Male,54,Yes,Delhi,3,14,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,2607.6,0,20,59.45,2687.05,Stayed,Others,Others
29111-PUN,Female,23,No,Punjab,11,9,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,69.35,1927.3,0,0,982.53,2909.83,Stayed,Others,Others
29121-KAR,Male,66,No,Karnataka,2,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,666,0,0,848.05,1514.05,Stayed,Others,Others
29127-ODI,Female,54,Yes,Odisha,11,12,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Credit Card,100.3,5614.45,0,100,1464.4,7178.85,Churned,Competitor,Competitor offered more data
29149-ODI,Male,74,Yes,Odisha,0,29,None,No,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,39.1,971.3,0,0,0,971.3,Churned,Competitor,Competitor had better devices
29152-AND,Female,57,Yes,Andhra Pradesh,2,13,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.3,360.35,0,0,704.8,1065.15,Stayed,Others,Others
29158-ODI,Male,48,Yes,Odisha,4,29,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.3,2015.8,0,0,977.6,2993.4,Stayed,Others,Others
29172-BIH,Female,39,Yes,Bihar,15,34,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0,0,17.37,87.47,Churned,Competitor,Competitor had better devices
29172-TAM,Female,70,Yes,Tamil Nadu,15,7,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0,0,991.8,3242.45,Churned,Attitude,Attitude of support person
29217-KAR,Female,68,Yes,Karnataka,6,1,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.8,1049.05,0,0,693.66,1742.71,Stayed,Others,Others
29218-WES,Male,58,No,West Bengal,11,24,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,494.95,0,0,177.12,672.07,Stayed,Others,Others
29224-TEL,Male,62,No,Telangana,7,32,Deal 2,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.4,3058.3,0,0,700.14,3758.44,Stayed,Others,Others
29235-KAR,Female,63,Yes,Karnataka,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,150,0,0,147.63,297.63,Stayed,Others,Others
29241-KER,Male,41,Yes,Kerala,12,31,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1,3602.78,Stayed,Others,Others
29261-TEL,Male,29,No,Telangana,9,10,Deal 2,Yes,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,0,0,2844,8454.25,Churned,Attitude,Attitude of support person
29304-BIH,Male,32,Yes,Bihar,12,15,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,109.3,0,0,194.04,303.34,Stayed,Others,Others
29339-BIH,Female,51,Yes,Bihar,2,9,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,265.75,0,0,131.43,397.18,Stayed,Others,Others
29355-WES,Female,27,No,West Bengal,8,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,85.35,2896.6,0,0,800.36,3696.96,Stayed,Others,Others
29374-WES,Male,63,No,West Bengal,7,9,Deal 3,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.95,1848.8,0,0,0,1848.8,Stayed,Others,Others
29403-UTT,Male,59,Yes,Uttar Pradesh,14,23,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0,0,1067.08,3619.98,Stayed,Others,Others
29412-ASS,Female,27,Yes,Assam,12,19,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,106.4,3211.9,0,60,1274.7,4546.6,Stayed,Others,Others
29416-JAM,Female,28,Yes,Jammu & Kashmir,15,5,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0,0,671.28,2836.33,Churned,Competitor,Competitor made better offer
29419-TEL,Female,37,No,Telangana,3,33,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.2,1573.7,35.7,0,652.16,2190.16,Churned,Competitor,Competitor made better offer
29428-MAD,Female,35,No,Madhya Pradesh,0,6,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,23.95,1506.4,0,0,1707,3213.4,Stayed,Others,Others
29432-TEL,Female,68,No,Telangana,2,8,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85,85,0,0,42.5,127.5,Churned,Dissatisfaction,Network reliability
29435-DEL,Female,28,Yes,Delhi,8,36,Deal 3,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,1614.05,0,0,1057.44,2671.49,Stayed,Others,Others
29458-HAR,Female,48,No,Haryana,5,22,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,42.3,1840.75,0,0,0,1840.75,Stayed,Others,Others
29485-MAD,Female,43,No,Madhya Pradesh,7,28,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,0,0,1034.78,3732.18,Churned,Attitude,Attitude of support person
